Hilo productor 1 introduce el valor 8 en la posici贸n 1, Array = 8, Suma = 0
Hilo consumidor saca el valor 0 de la posici髇 10, Array = 3 - 2 - 0 - 6 - 3 - 1 - 7 - 4 - 2, Suma = 87
Hilo productor 1 introduce el valor 5 en la posici髇 10, Array = 3 - 2 - 0 - 6 - 3 - 1 - 7 - 4 - 2 - 5, Suma = 87
Hilo consumidor saca el valor 5 de la posici髇 10, Array = 3 - 2 - 0 - 6 - 3 - 1 - 7 - 4 - 2, Suma = 92
Hilo productor 2 introduce el valor 6 en la posici髇 10, Array = 3 - 2 - 0 - 6 - 3 - 1 - 7 - 4 - 2 - 6, Suma = 92
Hilo consumidor saca el valor 6 de la posici髇 10, Array = 3 - 2 - 0 - 6 - 3 - 1 - 7 - 4 - 2, Suma = 98
Hilo productor 1 introduce el valor 9 en la posici髇 10, Array = 3 - 2 - 0 - 6 - 3 - 1 - 7 - 4 - 2 - 9, Suma = 98
Hilo consumidor saca el valor 9 de la posici髇 10, Array = 3 - 2 - 0 - 6 - 3 - 1 - 7 - 4 - 2, Suma = 107
Suma m醲ima alcanzada: 107, Array = 3 - 2 - 0 - 6 - 3 - 1 - 7 - 4 - 2, Suma = 107
Hilo productor 2 introduce el valor 1 en la posici髇 10, Array = 3 - 2 - 0 - 6 - 3 - 1 - 7 - 4 - 2 - 1, Suma = 107
Hilo productor 1 introduce el valor 8 en la posici髇 1, Array = 8, Suma = 0
Hilo consumidor saca el valor 8 de la posici髇 1, Array = , Suma = 8
Hilo productor 2 introduce el valor 0 en la posici髇 1, Array = 0, Suma = 8
Hilo productor 1 introduce el valor 4 en la posici髇 2, Array = 0 - 4, Suma = 8
Hilo productor 2 introduce el valor 3 en la posici髇 3, Array = 0 - 4 - 3, Suma = 8
Hilo consumidor saca el valor 3 de la posici髇 3, Array = 0 - 4, Suma = 11
Hilo productor 2 introduce el valor 4 en la posici髇 3, Array = 0 - 4 - 4, Suma = 11
Hilo productor 1 introduce el valor 7 en la posici髇 4, Array = 0 - 4 - 4 - 7, Suma = 11
Hilo consumidor saca el valor 7 de la posici髇 4, Array = 0 - 4 - 4, Suma = 18
Hilo productor 1 introduce el valor 7 en la posici髇 4, Array = 0 - 4 - 4 - 7, Suma = 18
Hilo productor 2 introduce el valor 2 en la posici髇 5, Array = 0 - 4 - 4 - 7 - 2, Suma = 18
Hilo productor 1 introduce el valor 1 en la posici髇 6, Array = 0 - 4 - 4 - 7 - 2 - 1, Suma = 18
Hilo productor 2 introduce el valor 3 en la posici髇 7, Array = 0 - 4 - 4 - 7 - 2 - 1 - 3, Suma = 18
Hilo consumidor saca el valor 3 de la posici髇 7, Array = 0 - 4 - 4 - 7 - 2 - 1, Suma = 21
Hilo productor 2 introduce el valor 3 en la posici髇 7, Array = 0 - 4 - 4 - 7 - 2 - 1 - 3, Suma = 21
Hilo productor 1 introduce el valor 0 en la posici髇 8, Array = 0 - 4 - 4 - 7 - 2 - 1 - 3 - 0, Suma = 21
Hilo productor 1 introduce el valor 1 en la posici髇 9, Array = 0 - 4 - 4 - 7 - 2 - 1 - 3 - 0 - 1, Suma = 21
Hilo productor 2 introduce el valor 7 en la posici髇 10, Array = 0 - 4 - 4 - 7 - 2 - 1 - 3 - 0 - 1 - 7, Suma = 21
Hilo consumidor saca el valor 7 de la posici髇 10, Array = 0 - 4 - 4 - 7 - 2 - 1 - 3 - 0 - 1, Suma = 28
Hilo productor 2 introduce el valor 9 en la posici髇 10, Array = 0 - 4 - 4 - 7 - 2 - 1 - 3 - 0 - 1 - 9, Suma = 28
Hilo consumidor saca el valor 9 de la posici髇 10, Array = 0 - 4 - 4 - 7 - 2 - 1 - 3 - 0 - 1, Suma = 37
Hilo productor 1 introduce el valor 2 en la posici髇 10, Array = 0 - 4 - 4 - 7 - 2 - 1 - 3 - 0 - 1 - 2, Suma = 37
Hilo consumidor saca el valor 2 de la posici髇 10, Array = 0 - 4 - 4 - 7 - 2 - 1 - 3 - 0 - 1, Suma = 39
Hilo productor 2 introduce el valor 10 en la posici髇 10, Array = 0 - 4 - 4 - 7 - 2 - 1 - 3 - 0 - 1 - 10, Suma = 39
Hilo consumidor saca el valor 10 de la posici髇 10, Array = 0 - 4 - 4 - 7 - 2 - 1 - 3 - 0 - 1, Suma = 49
Hilo productor 1 introduce el valor 0 en la posici髇 10, Array = 0 - 4 - 4 - 7 - 2 - 1 - 3 - 0 - 1 - 0, Suma = 49
Hilo consumidor saca el valor 0 de la posici髇 10, Array = 0 - 4 - 4 - 7 - 2 - 1 - 3 - 0 - 1, Suma = 49
Hilo productor 2 introduce el valor 8 en la posici髇 10, Array = 0 - 4 - 4 - 7 - 2 - 1 - 3 - 0 - 1 - 8, Suma = 49
Hilo consumidor saca el valor 8 de la posici髇 10, Array = 0 - 4 - 4 - 7 - 2 - 1 - 3 - 0 - 1, Suma = 57
Hilo productor 1 introduce el valor 1 en la posici髇 10, Array = 0 - 4 - 4 - 7 - 2 - 1 - 3 - 0 - 1 - 1, Suma = 57
Hilo consumidor saca el valor 1 de la posici髇 10, Array = 0 - 4 - 4 - 7 - 2 - 1 - 3 - 0 - 1, Suma = 58
Hilo productor 2 introduce el valor 5 en la posici髇 10, Array = 0 - 4 - 4 - 7 - 2 - 1 - 3 - 0 - 1 - 5, Suma = 58
Hilo consumidor saca el valor 5 de la posici髇 10, Array = 0 - 4 - 4 - 7 - 2 - 1 - 3 - 0 - 1, Suma = 63
Hilo productor 1 introduce el valor 6 en la posici髇 10, Array = 0 - 4 - 4 - 7 - 2 - 1 - 3 - 0 - 1 - 6, Suma = 63
Hilo consumidor saca el valor 6 de la posici髇 10, Array = 0 - 4 - 4 - 7 - 2 - 1 - 3 - 0 - 1, Suma = 69
Hilo productor 2 introduce el valor 0 en la posici髇 10, Array = 0 - 4 - 4 - 7 - 2 - 1 - 3 - 0 - 1 - 0, Suma = 69
Hilo consumidor saca el valor 0 de la posici髇 10, Array = 0 - 4 - 4 - 7 - 2 - 1 - 3 - 0 - 1, Suma = 69
Hilo productor 1 introduce el valor 8 en la posici髇 10, Array = 0 - 4 - 4 - 7 - 2 - 1 - 3 - 0 - 1 - 8, Suma = 69
Hilo consumidor saca el valor 8 de la posici髇 10, Array = 0 - 4 - 4 - 7 - 2 - 1 - 3 - 0 - 1, Suma = 77
Hilo productor 2 introduce el valor 5 en la posici髇 10, Array = 0 - 4 - 4 - 7 - 2 - 1 - 3 - 0 - 1 - 5, Suma = 77
Hilo consumidor saca el valor 5 de la posici髇 10, Array = 0 - 4 - 4 - 7 - 2 - 1 - 3 - 0 - 1, Suma = 82
Hilo productor 1 introduce el valor 1 en la posici髇 10, Array = 0 - 4 - 4 - 7 - 2 - 1 - 3 - 0 - 1 - 1, Suma = 82
Hilo consumidor saca el valor 1 de la posici髇 10, Array = 0 - 4 - 4 - 7 - 2 - 1 - 3 - 0 - 1, Suma = 83
Hilo productor 2 introduce el valor 7 en la posici髇 10, Array = 0 - 4 - 4 - 7 - 2 - 1 - 3 - 0 - 1 - 7, Suma = 83
Hilo consumidor saca el valor 7 de la posici髇 10, Array = 0 - 4 - 4 - 7 - 2 - 1 - 3 - 0 - 1, Suma = 90
Hilo productor 1 introduce el valor 9 en la posici髇 10, Array = 0 - 4 - 4 - 7 - 2 - 1 - 3 - 0 - 1 - 9, Suma = 90
Hilo consumidor saca el valor 9 de la posici髇 10, Array = 0 - 4 - 4 - 7 - 2 - 1 - 3 - 0 - 1, Suma = 99
Hilo productor 2 introduce el valor 8 en la posici髇 10, Array = 0 - 4 - 4 - 7 - 2 - 1 - 3 - 0 - 1 - 8, Suma = 99
Hilo consumidor saca el valor 8 de la posici髇 10, Array = 0 - 4 - 4 - 7 - 2 - 1 - 3 - 0 - 1, Suma = 107
Suma m醲ima alcanzada: 107, Array = 0 - 4 - 4 - 7 - 2 - 1 - 3 - 0 - 1, Suma = 107
Hilo productor 1 introduce el valor 2 en la posici髇 1, Array = 2, Suma = 0
Hilo consumidor saca el valor 2 de la posici髇 1, Array = , Suma = 2
Hilo productor 2 introduce el valor 8 en la posici髇 1, Array = 8, Suma = 2
Hilo productor 1 introduce el valor 4 en la posici髇 2, Array = 8 - 4, Suma = 2
Hilo productor 2 introduce el valor 9 en la posici髇 3, Array = 8 - 4 - 9, Suma = 2
Hilo consumidor saca el valor 9 de la posici髇 3, Array = 8 - 4, Suma = 11
Hilo productor 1 introduce el valor 6 en la posici髇 3, Array = 8 - 4 - 6, Suma = 11
Hilo productor 2 introduce el valor 0 en la posici髇 4, Array = 8 - 4 - 6 - 0, Suma = 11
Hilo consumidor saca el valor 0 de la posici髇 4, Array = 8 - 4 - 6, Suma = 11
Hilo productor 1 introduce el valor 5 en la posici髇 4, Array = 8 - 4 - 6 - 5, Suma = 11
Hilo productor 2 introduce el valor 6 en la posici髇 5, Array = 8 - 4 - 6 - 5 - 6, Suma = 11
Hilo productor 1 introduce el valor 3 en la posici髇 6, Array = 8 - 4 - 6 - 5 - 6 - 3, Suma = 11
Hilo productor 2 introduce el valor 9 en la posici髇 7, Array = 8 - 4 - 6 - 5 - 6 - 3 - 9, Suma = 11
Hilo consumidor saca el valor 9 de la posici髇 7, Array = 8 - 4 - 6 - 5 - 6 - 3, Suma = 20
Hilo productor 1 introduce el valor 1 en la posici髇 7, Array = 8 - 4 - 6 - 5 - 6 - 3 - 1, Suma = 20
Hilo productor 2 introduce el valor 9 en la posici髇 8, Array = 8 - 4 - 6 - 5 - 6 - 3 - 1 - 9, Suma = 20
Hilo consumidor saca el valor 9 de la posici髇 8, Array = 8 - 4 - 6 - 5 - 6 - 3 - 1, Suma = 29
Hilo productor 1 introduce el valor 3 en la posici髇 8, Array = 8 - 4 - 6 - 5 - 6 - 3 - 1 - 3, Suma = 29
Hilo productor 2 introduce el valor 6 en la posici髇 9, Array = 8 - 4 - 6 - 5 - 6 - 3 - 1 - 3 - 6, Suma = 29
Hilo productor 1 introduce el valor 7 en la posici髇 10, Array = 8 - 4 - 6 - 5 - 6 - 3 - 1 - 3 - 6 - 7, Suma = 29
Hilo consumidor saca el valor 7 de la posici髇 10, Array = 8 - 4 - 6 - 5 - 6 - 3 - 1 - 3 - 6, Suma = 36
Hilo productor 2 introduce el valor 5 en la posici髇 10, Array = 8 - 4 - 6 - 5 - 6 - 3 - 1 - 3 - 6 - 5, Suma = 36
Hilo consumidor saca el valor 5 de la posici髇 10, Array = 8 - 4 - 6 - 5 - 6 - 3 - 1 - 3 - 6, Suma = 41
Hilo productor 1 introduce el valor 1 en la posici髇 10, Array = 8 - 4 - 6 - 5 - 6 - 3 - 1 - 3 - 6 - 1, Suma = 41
Hilo consumidor saca el valor 1 de la posici髇 10, Array = 8 - 4 - 6 - 5 - 6 - 3 - 1 - 3 - 6, Suma = 42
Hilo productor 2 introduce el valor 5 en la posici髇 10, Array = 8 - 4 - 6 - 5 - 6 - 3 - 1 - 3 - 6 - 5, Suma = 42
Hilo consumidor saca el valor 5 de la posici髇 10, Array = 8 - 4 - 6 - 5 - 6 - 3 - 1 - 3 - 6, Suma = 47
Hilo productor 1 introduce el valor 3 en la posici髇 10, Array = 8 - 4 - 6 - 5 - 6 - 3 - 1 - 3 - 6 - 3, Suma = 47
Hilo consumidor saca el valor 3 de la posici髇 10, Array = 8 - 4 - 6 - 5 - 6 - 3 - 1 - 3 - 6, Suma = 50
Hilo productor 2 introduce el valor 3 en la posici髇 10, Array = 8 - 4 - 6 - 5 - 6 - 3 - 1 - 3 - 6 - 3, Suma = 50
Hilo consumidor saca el valor 3 de la posici髇 10, Array = 8 - 4 - 6 - 5 - 6 - 3 - 1 - 3 - 6, Suma = 53
Hilo productor 1 introduce el valor 2 en la posici髇 10, Array = 8 - 4 - 6 - 5 - 6 - 3 - 1 - 3 - 6 - 2, Suma = 53
Hilo consumidor saca el valor 2 de la posici髇 10, Array = 8 - 4 - 6 - 5 - 6 - 3 - 1 - 3 - 6, Suma = 55
Hilo productor 2 introduce el valor 7 en la posici髇 10, Array = 8 - 4 - 6 - 5 - 6 - 3 - 1 - 3 - 6 - 7, Suma = 55
Hilo consumidor saca el valor 7 de la posici髇 10, Array = 8 - 4 - 6 - 5 - 6 - 3 - 1 - 3 - 6, Suma = 62
Hilo productor 1 introduce el valor 5 en la posici髇 10, Array = 8 - 4 - 6 - 5 - 6 - 3 - 1 - 3 - 6 - 5, Suma = 62
Hilo consumidor saca el valor 5 de la posici髇 10, Array = 8 - 4 - 6 - 5 - 6 - 3 - 1 - 3 - 6, Suma = 67
Hilo productor 2 introduce el valor 5 en la posici髇 10, Array = 8 - 4 - 6 - 5 - 6 - 3 - 1 - 3 - 6 - 5, Suma = 67
Hilo consumidor saca el valor 5 de la posici髇 10, Array = 8 - 4 - 6 - 5 - 6 - 3 - 1 - 3 - 6, Suma = 72
Hilo productor 1 introduce el valor 2 en la posici髇 10, Array = 8 - 4 - 6 - 5 - 6 - 3 - 1 - 3 - 6 - 2, Suma = 72
Hilo consumidor saca el valor 2 de la posici髇 10, Array = 8 - 4 - 6 - 5 - 6 - 3 - 1 - 3 - 6, Suma = 74
Hilo productor 2 introduce el valor 5 en la posici髇 10, Array = 8 - 4 - 6 - 5 - 6 - 3 - 1 - 3 - 6 - 5, Suma = 74
Hilo consumidor saca el valor 5 de la posici髇 10, Array = 8 - 4 - 6 - 5 - 6 - 3 - 1 - 3 - 6, Suma = 79
Hilo productor 1 introduce el valor 5 en la posici髇 10, Array = 8 - 4 - 6 - 5 - 6 - 3 - 1 - 3 - 6 - 5, Suma = 79
Hilo consumidor saca el valor 5 de la posici髇 10, Array = 8 - 4 - 6 - 5 - 6 - 3 - 1 - 3 - 6, Suma = 84
Hilo productor 2 introduce el valor 9 en la posici髇 10, Array = 8 - 4 - 6 - 5 - 6 - 3 - 1 - 3 - 6 - 9, Suma = 84
Hilo consumidor saca el valor 9 de la posici髇 10, Array = 8 - 4 - 6 - 5 - 6 - 3 - 1 - 3 - 6, Suma = 93
Hilo productor 1 introduce el valor 5 en la posici髇 10, Array = 8 - 4 - 6 - 5 - 6 - 3 - 1 - 3 - 6 - 5, Suma = 93
Hilo consumidor saca el valor 5 de la posici髇 10, Array = 8 - 4 - 6 - 5 - 6 - 3 - 1 - 3 - 6, Suma = 98
Hilo productor 2 introduce el valor 2 en la posici髇 10, Array = 8 - 4 - 6 - 5 - 6 - 3 - 1 - 3 - 6 - 2, Suma = 98
Hilo consumidor saca el valor 2 de la posici髇 10, Array = 8 - 4 - 6 - 5 - 6 - 3 - 1 - 3 - 6, Suma = 100
Suma m醲ima alcanzada: 100, Array = 8 - 4 - 6 - 5 - 6 - 3 - 1 - 3 - 6, Suma = 100
Hilo productor 1 introduce el valor 0 en la posici髇 1, Array = 0, Suma = 0
Hilo consumidor saca el valor 0 de la posici髇 1, Array = , Suma = 0
Hilo productor 2 introduce el valor 7 en la posici髇 1, Array = 7, Suma = 0
Hilo productor 1 introduce el valor 7 en la posici髇 2, Array = 7 - 7, Suma = 0
Hilo productor 2 introduce el valor 3 en la posici髇 3, Array = 7 - 7 - 3, Suma = 0
Hilo consumidor saca el valor 3 de la posici髇 3, Array = 7 - 7, Suma = 3
Hilo productor 1 introduce el valor 4 en la posici髇 3, Array = 7 - 7 - 4, Suma = 3
Hilo productor 2 introduce el valor 3 en la posici髇 4, Array = 7 - 7 - 4 - 3, Suma = 3
Hilo productor 1 introduce el valor 4 en la posici髇 5, Array = 7 - 7 - 4 - 3 - 4, Suma = 3
Hilo consumidor saca el valor 4 de la posici髇 5, Array = 7 - 7 - 4 - 3, Suma = 7
Hilo productor 2 introduce el valor 4 en la posici髇 5, Array = 7 - 7 - 4 - 3 - 4, Suma = 7
Hilo productor 1 introduce el valor 0 en la posici髇 6, Array = 7 - 7 - 4 - 3 - 4 - 0, Suma = 7
Hilo productor 2 introduce el valor 4 en la posici髇 7, Array = 7 - 7 - 4 - 3 - 4 - 0 - 4, Suma = 7
Hilo consumidor saca el valor 4 de la posici髇 7, Array = 7 - 7 - 4 - 3 - 4 - 0, Suma = 11
Hilo productor 1 introduce el valor 9 en la posici髇 7, Array = 7 - 7 - 4 - 3 - 4 - 0 - 9, Suma = 11
Hilo productor 2 introduce el valor 3 en la posici髇 8, Array = 7 - 7 - 4 - 3 - 4 - 0 - 9 - 3, Suma = 11
Hilo consumidor saca el valor 3 de la posici髇 8, Array = 7 - 7 - 4 - 3 - 4 - 0 - 9, Suma = 14
Hilo productor 1 introduce el valor 2 en la posici髇 8, Array = 7 - 7 - 4 - 3 - 4 - 0 - 9 - 2, Suma = 14
Hilo productor 2 introduce el valor 4 en la posici髇 9, Array = 7 - 7 - 4 - 3 - 4 - 0 - 9 - 2 - 4, Suma = 14
Hilo productor 1 introduce el valor 9 en la posici髇 10, Array = 7 - 7 - 4 - 3 - 4 - 0 - 9 - 2 - 4 - 9, Suma = 14
Hilo consumidor saca el valor 9 de la posici髇 10, Array = 7 - 7 - 4 - 3 - 4 - 0 - 9 - 2 - 4, Suma = 23
Hilo productor 2 introduce el valor 1 en la posici髇 10, Array = 7 - 7 - 4 - 3 - 4 - 0 - 9 - 2 - 4 - 1, Suma = 23
Hilo consumidor saca el valor 1 de la posici髇 10, Array = 7 - 7 - 4 - 3 - 4 - 0 - 9 - 2 - 4, Suma = 24
Hilo productor 1 introduce el valor 0 en la posici髇 10, Array = 7 - 7 - 4 - 3 - 4 - 0 - 9 - 2 - 4 - 0, Suma = 24
Hilo consumidor saca el valor 0 de la posici髇 10, Array = 7 - 7 - 4 - 3 - 4 - 0 - 9 - 2 - 4, Suma = 24
Hilo productor 2 introduce el valor 4 en la posici髇 10, Array = 7 - 7 - 4 - 3 - 4 - 0 - 9 - 2 - 4 - 4, Suma = 24
Hilo consumidor saca el valor 4 de la posici髇 10, Array = 7 - 7 - 4 - 3 - 4 - 0 - 9 - 2 - 4, Suma = 28
Hilo productor 1 introduce el valor 3 en la posici髇 10, Array = 7 - 7 - 4 - 3 - 4 - 0 - 9 - 2 - 4 - 3, Suma = 28
Hilo consumidor saca el valor 3 de la posici髇 10, Array = 7 - 7 - 4 - 3 - 4 - 0 - 9 - 2 - 4, Suma = 31
Hilo productor 2 introduce el valor 0 en la posici髇 10, Array = 7 - 7 - 4 - 3 - 4 - 0 - 9 - 2 - 4 - 0, Suma = 31
Hilo consumidor saca el valor 0 de la posici髇 10, Array = 7 - 7 - 4 - 3 - 4 - 0 - 9 - 2 - 4, Suma = 31
Hilo productor 1 introduce el valor 5 en la posici髇 10, Array = 7 - 7 - 4 - 3 - 4 - 0 - 9 - 2 - 4 - 5, Suma = 31
Hilo consumidor saca el valor 5 de la posici髇 10, Array = 7 - 7 - 4 - 3 - 4 - 0 - 9 - 2 - 4, Suma = 36
Hilo productor 2 introduce el valor 9 en la posici髇 10, Array = 7 - 7 - 4 - 3 - 4 - 0 - 9 - 2 - 4 - 9, Suma = 36
Hilo consumidor saca el valor 9 de la posici髇 10, Array = 7 - 7 - 4 - 3 - 4 - 0 - 9 - 2 - 4, Suma = 45
Hilo productor 1 introduce el valor 7 en la posici髇 10, Array = 7 - 7 - 4 - 3 - 4 - 0 - 9 - 2 - 4 - 7, Suma = 45
Hilo consumidor saca el valor 7 de la posici髇 10, Array = 7 - 7 - 4 - 3 - 4 - 0 - 9 - 2 - 4, Suma = 52
Hilo productor 2 introduce el valor 9 en la posici髇 10, Array = 7 - 7 - 4 - 3 - 4 - 0 - 9 - 2 - 4 - 9, Suma = 52
Hilo consumidor saca el valor 9 de la posici髇 10, Array = 7 - 7 - 4 - 3 - 4 - 0 - 9 - 2 - 4, Suma = 61
Hilo productor 1 introduce el valor 5 en la posici髇 10, Array = 7 - 7 - 4 - 3 - 4 - 0 - 9 - 2 - 4 - 5, Suma = 61
Hilo consumidor saca el valor 5 de la posici髇 10, Array = 7 - 7 - 4 - 3 - 4 - 0 - 9 - 2 - 4, Suma = 66
Hilo productor 2 introduce el valor 9 en la posici髇 10, Array = 7 - 7 - 4 - 3 - 4 - 0 - 9 - 2 - 4 - 9, Suma = 66
Hilo consumidor saca el valor 9 de la posici髇 10, Array = 7 - 7 - 4 - 3 - 4 - 0 - 9 - 2 - 4, Suma = 75
Hilo productor 1 introduce el valor 4 en la posici髇 10, Array = 7 - 7 - 4 - 3 - 4 - 0 - 9 - 2 - 4 - 4, Suma = 75
Hilo consumidor saca el valor 4 de la posici髇 10, Array = 7 - 7 - 4 - 3 - 4 - 0 - 9 - 2 - 4, Suma = 79
Hilo productor 2 introduce el valor 10 en la posici髇 10, Array = 7 - 7 - 4 - 3 - 4 - 0 - 9 - 2 - 4 - 10, Suma = 79
Hilo consumidor saca el valor 10 de la posici髇 10, Array = 7 - 7 - 4 - 3 - 4 - 0 - 9 - 2 - 4, Suma = 89
Hilo productor 1 introduce el valor 6 en la posici髇 10, Array = 7 - 7 - 4 - 3 - 4 - 0 - 9 - 2 - 4 - 6, Suma = 89
Hilo consumidor saca el valor 6 de la posici髇 10, Array = 7 - 7 - 4 - 3 - 4 - 0 - 9 - 2 - 4, Suma = 95
Hilo productor 2 introduce el valor 4 en la posici髇 10, Array = 7 - 7 - 4 - 3 - 4 - 0 - 9 - 2 - 4 - 4, Suma = 95
Hilo consumidor saca el valor 4 de la posici髇 10, Array = 7 - 7 - 4 - 3 - 4 - 0 - 9 - 2 - 4, Suma = 99
Hilo productor 1 introduce el valor 5 en la posici髇 10, Array = 7 - 7 - 4 - 3 - 4 - 0 - 9 - 2 - 4 - 5, Suma = 99
Hilo consumidor saca el valor 5 de la posici髇 10, Array = 7 - 7 - 4 - 3 - 4 - 0 - 9 - 2 - 4, Suma = 104
Suma m醲ima alcanzada: 104, Array = 7 - 7 - 4 - 3 - 4 - 0 - 9 - 2 - 4, Suma = 104
Hilo productor 1 introduce el valor 3 en la posici髇 1, Array = 3, Suma = 0
Hilo consumidor saca el valor 3 de la posici髇 1, Array = , Suma = 3
Hilo productor 2 introduce el valor 4 en la posici髇 1, Array = 4, Suma = 3
Hilo productor 1 introduce el valor 7 en la posici髇 2, Array = 4 - 7, Suma = 3
Hilo productor 2 introduce el valor 0 en la posici髇 3, Array = 4 - 7 - 0, Suma = 3
Hilo consumidor saca el valor 0 de la posici髇 3, Array = 4 - 7, Suma = 3
Hilo productor 2 introduce el valor 9 en la posici髇 3, Array = 4 - 7 - 9, Suma = 3
Hilo productor 1 introduce el valor 4 en la posici髇 4, Array = 4 - 7 - 9 - 4, Suma = 3
Hilo consumidor saca el valor 4 de la posici髇 4, Array = 4 - 7 - 9, Suma = 7
Hilo productor 1 introduce el valor 6 en la posici髇 4, Array = 4 - 7 - 9 - 6, Suma = 7
Hilo productor 2 introduce el valor 9 en la posici髇 5, Array = 4 - 7 - 9 - 6 - 9, Suma = 7
Hilo productor 1 introduce el valor 8 en la posici髇 6, Array = 4 - 7 - 9 - 6 - 9 - 8, Suma = 7
Hilo productor 2 introduce el valor 2 en la posici髇 7, Array = 4 - 7 - 9 - 6 - 9 - 8 - 2, Suma = 7
Hilo consumidor saca el valor 2 de la posici髇 7, Array = 4 - 7 - 9 - 6 - 9 - 8, Suma = 9
Hilo productor 1 introduce el valor 8 en la posici髇 7, Array = 4 - 7 - 9 - 6 - 9 - 8 - 8, Suma = 9
Hilo productor 2 introduce el valor 0 en la posici髇 8, Array = 4 - 7 - 9 - 6 - 9 - 8 - 8 - 0, Suma = 9
Hilo consumidor saca el valor 0 de la posici髇 8, Array = 4 - 7 - 9 - 6 - 9 - 8 - 8, Suma = 9
Hilo productor 1 introduce el valor 2 en la posici髇 8, Array = 4 - 7 - 9 - 6 - 9 - 8 - 8 - 2, Suma = 9
Hilo productor 2 introduce el valor 6 en la posici髇 9, Array = 4 - 7 - 9 - 6 - 9 - 8 - 8 - 2 - 6, Suma = 9
Hilo productor 1 introduce el valor 10 en la posici髇 10, Array = 4 - 7 - 9 - 6 - 9 - 8 - 8 - 2 - 6 - 10, Suma = 9
Hilo consumidor saca el valor 10 de la posici髇 10, Array = 4 - 7 - 9 - 6 - 9 - 8 - 8 - 2 - 6, Suma = 19
Hilo productor 2 introduce el valor 9 en la posici髇 10, Array = 4 - 7 - 9 - 6 - 9 - 8 - 8 - 2 - 6 - 9, Suma = 19
Hilo consumidor saca el valor 9 de la posici髇 10, Array = 4 - 7 - 9 - 6 - 9 - 8 - 8 - 2 - 6, Suma = 28
Hilo productor 1 introduce el valor 8 en la posici髇 10, Array = 4 - 7 - 9 - 6 - 9 - 8 - 8 - 2 - 6 - 8, Suma = 28
Hilo consumidor saca el valor 8 de la posici髇 10, Array = 4 - 7 - 9 - 6 - 9 - 8 - 8 - 2 - 6, Suma = 36
Hilo productor 2 introduce el valor 10 en la posici髇 10, Array = 4 - 7 - 9 - 6 - 9 - 8 - 8 - 2 - 6 - 10, Suma = 36
Hilo consumidor saca el valor 10 de la posici髇 10, Array = 4 - 7 - 9 - 6 - 9 - 8 - 8 - 2 - 6, Suma = 46
Hilo productor 1 introduce el valor 0 en la posici髇 10, Array = 4 - 7 - 9 - 6 - 9 - 8 - 8 - 2 - 6 - 0, Suma = 46
Hilo consumidor saca el valor 0 de la posici髇 10, Array = 4 - 7 - 9 - 6 - 9 - 8 - 8 - 2 - 6, Suma = 46
Hilo productor 2 introduce el valor 8 en la posici髇 10, Array = 4 - 7 - 9 - 6 - 9 - 8 - 8 - 2 - 6 - 8, Suma = 46
Hilo consumidor saca el valor 8 de la posici髇 10, Array = 4 - 7 - 9 - 6 - 9 - 8 - 8 - 2 - 6, Suma = 54
Hilo productor 1 introduce el valor 9 en la posici髇 10, Array = 4 - 7 - 9 - 6 - 9 - 8 - 8 - 2 - 6 - 9, Suma = 54
Hilo consumidor saca el valor 9 de la posici髇 10, Array = 4 - 7 - 9 - 6 - 9 - 8 - 8 - 2 - 6, Suma = 63
Hilo productor 2 introduce el valor 10 en la posici髇 10, Array = 4 - 7 - 9 - 6 - 9 - 8 - 8 - 2 - 6 - 10, Suma = 63
Hilo consumidor saca el valor 10 de la posici髇 10, Array = 4 - 7 - 9 - 6 - 9 - 8 - 8 - 2 - 6, Suma = 73
Hilo productor 1 introduce el valor 8 en la posici髇 10, Array = 4 - 7 - 9 - 6 - 9 - 8 - 8 - 2 - 6 - 8, Suma = 73
Hilo consumidor saca el valor 8 de la posici髇 10, Array = 4 - 7 - 9 - 6 - 9 - 8 - 8 - 2 - 6, Suma = 81
Hilo productor 2 introduce el valor 1 en la posici髇 10, Array = 4 - 7 - 9 - 6 - 9 - 8 - 8 - 2 - 6 - 1, Suma = 81
Hilo consumidor saca el valor 1 de la posici髇 10, Array = 4 - 7 - 9 - 6 - 9 - 8 - 8 - 2 - 6, Suma = 82
Hilo productor 1 introduce el valor 9 en la posici髇 10, Array = 4 - 7 - 9 - 6 - 9 - 8 - 8 - 2 - 6 - 9, Suma = 82
Hilo consumidor saca el valor 9 de la posici髇 10, Array = 4 - 7 - 9 - 6 - 9 - 8 - 8 - 2 - 6, Suma = 91
Hilo productor 2 introduce el valor 6 en la posici髇 10, Array = 4 - 7 - 9 - 6 - 9 - 8 - 8 - 2 - 6 - 6, Suma = 91
Hilo consumidor saca el valor 6 de la posici髇 10, Array = 4 - 7 - 9 - 6 - 9 - 8 - 8 - 2 - 6, Suma = 97
Hilo productor 1 introduce el valor 9 en la posici髇 10, Array = 4 - 7 - 9 - 6 - 9 - 8 - 8 - 2 - 6 - 9, Suma = 97
Hilo consumidor saca el valor 9 de la posici髇 10, Array = 4 - 7 - 9 - 6 - 9 - 8 - 8 - 2 - 6, Suma = 106
Suma m醲ima alcanzada: 106, Array = 4 - 7 - 9 - 6 - 9 - 8 - 8 - 2 - 6, Suma = 106
